Index,processing_index,original_index,TARGETID,TARGET_RA,TARGET_DEC,SURVEY,PROGRAM,HEALPIX,fits_downloaded,panstarrs_success,galaxy_size_success,fully_processed,failure_reason
329,7329,7329,39633535153210925,142.35496302569464,76.50147860851537,main,bright,8034,True,True,True,True,
330,7330,7330,39633535161598310,144.08895301879477,76.41756440996126,main,bright,8032,True,True,True,True,
331,7331,7331,39633535190960067,151.97121920476948,76.46014324071812,main,bright,8014,True,True,True,True,
332,7332,7332,39633535690082455,277.9238391363333,76.38800772164404,main,bright,16125,True,True,True,True,
333,7333,7333,39633536453446686,112.89325720998966,76.85336805812992,main,bright,8078,True,True,True,True,
334,7334,7334,39633536474418688,118.4015173073725,76.72729490365128,main,bright,8077,True,True,True,True,
335,7335,7335,39633536478609586,118.60585743249209,76.86161268045137,main,bright,8077,True,True,True,True,
336,7336,7336,39633536537332562,134.40282063186712,76.7678103727156,main,bright,7998,True,True,True,True,
337,7337,7337,39633536688325647,172.80526218137987,76.74488457635778,main,bright,7678,True,True,True,True,
338,7338,7338,39633536709299190,178.73289607756854,76.84429625357717,main,bright,7677,True,True,True,True,
339,7339,7339,39633536738658797,186.22097396112653,76.82921096755278,main,bright,12029,True,True,True,True,
340,7340,7340,39633537036455508,262.72399962160955,76.70074813895972,main,bright,11774,True,True,True,True,
341,7341,7341,39633537812401384,103.9982164264278,76.97442770536784,main,bright,8098,True,True,True,True,
342,7342,7342,39633537866924811,117.6677632218616,77.03008987784197,main,bright,8077,True,True,True,True,
343,7343,7343,39633537896285724,125.60202545265555,77.11827357031147,main,bright,8083,True,False,True,True,
344,7344,7344,39633537917259202,131.57789941848122,77.01358450235422,main,bright,7998,True,True,True,True,
345,7345,7345,39633537917259202,131.57789941848122,77.01358450235422,main,dark,7998,True,True,True,True,
346,7346,7346,39633537938227395,136.1368201022047,77.0121803418694,main,bright,7997,True,True,True,True,
347,7347,7347,39633537955007654,141.51623704001992,77.00079523904864,main,bright,8034,True,True,True,True,
348,7348,7348,39633537996948569,151.78780916554902,76.93039709131838,main,bright,8014,True,True,True,True,
349,7349,7349,39633538085030001,175.11502804521294,77.06427415175492,main,bright,7679,True,True,True,True,
350,7350,7350,39633538110195632,181.74965116150793,76.97128705090441,main,bright,12030,True,True,True,True,
351,7351,7351,39633539234270740,118.35642304775712,77.16296459112966,main,bright,8077,True,True,True,True,
352,7352,7352,39633539326542488,142.1947386523396,77.30959482172732,main,bright,8034,True,True,True,True,
353,7353,7353,39633539339128332,146.2918208859872,77.21776689729788,main,bright,8035,True,True,True,True,
354,7354,7354,39633539347515894,148.32166006207137,77.13806951923489,main,bright,8033,True,True,True,True,
355,7355,7355,39633539347516136,148.3888875515101,77.32776784889813,main,bright,8033,True,True,True,True,
356,7356,7356,39633539485928678,185.5804026322592,77.30398018050185,main,bright,12029,True,True,True,True,
357,7357,7357,39633540534504089,106.70704191747778,77.48690708665501,main,bright,8100,True,True,True,True,
358,7358,7358,39633540576445972,117.81693803378111,77.47417089127882,main,bright,8088,True,True,True,True,
359,7359,7359,39633540589030127,121.7302531811532,77.55987724797714,main,bright,8089,True,True,True,True,
360,7360,7360,39633540601613733,125.07463471461412,77.4231837548908,main,bright,8083,True,False,True,True,
361,7361,7361,39633540773576793,170.8999103042148,77.44310449734586,main,bright,8020,True,True,True,True,
362,7362,7362,39633540823909592,184.95821972206073,77.54633015250604,main,bright,12031,True,True,True,True,
363,7363,7363,39633540840688688,190.0988655089192,77.52295628346394,main,bright,12200,True,True,True,True,
364,7364,7364,39633541876679919,113.03616812192506,77.85657520797123,main,bright,8079,True,True,False,False,Galaxy size processing returned None
